index,artist_name,artist_genres,album_name,track_name,All_genres,track_id,Popular,acousticness,danceability,duration_ms,energy,key,liveness,loudness,speechiness,tempo,time_signature,valence
2514,Sasha Sloan,pop,Loser,Version Of Me,"['Sasha Sloan', ['dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'indie r&b', 'pop']]",7lSZpgUg8R79pC49uc6IHX,1,0.54,0.6990000000000001,181971,0.493,11,0.258,-10.386,0.0695,94.991,4,0.08
2515,Adriel Favela,pop,Señalado por Costumbre,El Corrido del Snap (aka el Snap),"['Adriel Favela', ['regional mexican pop']]",0k7rQdCjr0SQeTmJO8BJHx,1,0.691,0.782,161336,0.7070000000000001,9,0.0644,-6.5070000000000014,0.0359,108.48,1,0.964
3428,Cornelio Vega y su Dinastia,pop,Cambio de Papeles,Cambio de Papeles,"['Cornelio Vega y su Dinastia', ['regional mexican pop']]",4LuJpxI0bNOak4DQn7Pr2O,1,0.667,0.8190000000000001,145091,0.636,10,0.0328,-4.726,0.051,109.952,3,0.962
1757,Vansire,pop,That I Miss You,That I Miss You,"['Vansire', ['bedroom pop', 'indie garage rock', 'rochester mn indie']]",7cneuh5BMBbqbbGrpqTDHQ,1,0.306,0.779,140116,0.5720000000000001,4,0.106,-9.259,0.0396,114.994,4,0.967
1758,Birdman,rap,Lost At Sea 2,Presidential,"['Birdman', ['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music'], ['australian alternative rock', 'australian rock', 'garage rock', 'post-punk', 'protopunk', 'pub rock', 'punk', 'punk blues']]",06GZKoIc7zwrJQCZQGyT0Y,1,0.0121,0.8690000000000001,229587,0.5720000000000001,5,0.133,-6.955,0.19,133.793,4,0.5529999999999999
2522,Trey Songz,pop,Shootin Shots (feat. Ty Dolla $ign & Tory Lanez),Shootin Shots (feat. Ty Dolla $ign & Tory Lanez),"['Trey Songz', ['dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap music', 'urban contemporary']]",1qNsCnV0aPE0lEivZP8efc,1,0.287,0.536,190084,0.755,1,0.0634,-3.554,0.261,84.118,4,0.737
1939,SahBabii,rap,Squidtastic,Army,"['SahBabii', ['rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']]",7lljb2kxrENpNOZnqDj01h,1,0.028,0.836,174385,0.62,9,0.061,-8.51,0.051,134.003,4,0.476
6286,ALLMO$T,r&b,Dulo,Dulo,"['ALLMO$T', ['opm', 'pinoy r&b']]",7HInAqptuH6G86hfYgez9g,1,0.424,0.789,228038,0.265,0,0.117,-12.67,0.0731,109.974,4,0.448
3695,Jimilian,hip hop,KICK (feat. 6ix9ine),KICK (feat. 6ix9ine),"['Jimilian', ['danish hip hop', 'danish pop']]",3nkA1BXQFsT1rP2rNzufhh,1,0.0157,0.775,164004,0.513,5,0.127,-7.653,0.0613,137.032,4,0.585
1759,Kasbo,house,Places We Don't Know,Lay It On Me (feat. Keiynan Lonsdale),"['Kasbo', ['catstep', 'edm', 'electropop', 'indie electro-pop', 'indie poptimism', 'pop edm', 'swedish electropop', 'vapor soul', 'vapor twitch']]",14oTuzcNwzAsBqzv5NRv6U,1,0.342,0.557,224412,0.5770000000000001,11,0.12,-6.18,0.0721,100.055,4,0.154
1938,Men I Trust,indie,"Say, Can You Hear","Say, Can You Hear","['Men I Trust', ['indietronica', 'vapor soul']]",7JvjjlZ5R1I1xRDsEkPuJ7,1,0.78,0.623,189246,0.403,6,0.11,-14.1,0.0598,157.912,4,0.49
4669,Diljit Dosanjh,pop,Jind Mahi,Jind Mahi,"['Diljit Dosanjh', ['bhangra', 'desi pop', 'filmi', 'modern bollywood', 'punjabi', 'punjabi pop', 'sufi']]",3SJVCbBFTxR6UvvTWRNbMp,1,0.28600000000000003,0.73,175000,0.705,5,0.113,-4.3580000000000005,0.0328,139.924,4,0.655
1764,$uicideBoy$,rap,I Want To Die In New Orleans,Coma,"['$uicideBoy$', ['dark trap', 'new orleans rap', 'underground hip hop']]",5SJUjbpVLHbiRTXZ5oLsa6,1,0.0219,0.6970000000000001,137772,0.7909999999999999,8,0.597,-4.852,0.0534,119.931,4,0.563
1937,Peach Pit,rock,Being So Normal,Being so Normal,"['Peach Pit', ['indie garage rock', 'modern rock', 'vancouver indie']]",65sNrvOp2HLlhGTeLJ0nnk,1,0.674,0.541,220067,0.583,6,0.125,-8.886000000000003,0.0507,148.162,4,0.295
2527,MVS,rock,Lonely Molecule,Lonely Molecule,"['MVS', ['focus']]",5pDZOftc3EvBBkJWfNXcNn,1,0.815,0.444,207000,0.145,8,0.0724,-18.403,0.0304,100.119,4,0.0552
1572,Aminé,hip hop,ONEPOINTFIVE,RATCHET SATURN GIRL,"['Aminé', ['hip hop', 'pop', 'pop rap', 'portland hip hop', 'rap'], ['brazilian edm', 'deep disco house', 'deep groove house', 'house'], ['brazilian edm'], ['francoton', 'french pop'], ['rai']]",2q4F6OpQgx9umNB9uGFPYo,1,0.0378,0.5379999999999999,146573,0.605,3,0.159,-5.4129999999999985,0.119,39.497,4,0.657
2132,Mac Ayres,r&b,Something to Feel,Something to Feel,"['Mac Ayres', ['alternative r&b', 'indie r&b']]",1IRELSd0k5ycjtvPUlUEXI,1,0.8740000000000001,0.754,213535,0.525,3,0.117,-10.004,0.0897,72.27600000000002,4,0.57
2291,Jesse McCartney,pop,Wasted,Wasted,"['Jesse McCartney', ['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']]",72JSy2MFkMCF3gkE3dCfjH,1,0.086,0.66,184147,0.7290000000000001,0,0.117,-5.584,0.0811,105.063,4,0.204
1746,Sheck Wes,rap,MUDBOY,Chippi Chippi,"['Sheck Wes', ['rap', 'trap music', 'underground hip hop', 'vapor trap']]",2iPTGIzI5LBeEVz2q5xYLF,1,0.0734,0.677,229400,0.5489999999999999,8,0.0916,-7.165,0.211,77.523,4,0.262
1980,The Amity Affliction,metal,Misery,Ivy (Doomsday),"['The Amity Affliction', ['australian metalcore', 'melodic metalcore', 'metalcore', 'post-screamo', 'screamo']]",2Ll0eOXFmIeBlcybOSaQJm,1,0.00958,0.5,214493,0.833,1,0.16699999999999998,-5.545,0.0404,145.955,4,0.451
1504,Lil Wayne,hip hop,Tha Carter V,Demon,"['Lil Wayne', ['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']]",1kaxyXcAi5ZHF3Q94QXsHK,1,0.273,0.754,214314,0.615,4,0.13,-5.346,0.171,140.04,4,0.345
4244,Natti Natasha,latin,Lamento Tu Pérdida,Lamento Tu Pérdida,"['Natti Natasha', ['latin', 'reggaeton', 'tropical']]",0tY3FSfVVnnvnh7WXI7uaJ,1,0.206,0.75,160413,0.8190000000000001,8,0.0625,-3.361,0.0972,95.062,4,0.5760000000000001
1995,Iamjakehill,rap,Solace,Stay,"['Iamjakehill', ['dark trap', 'emo rap']]",1GXuVOHHqIUKgfL9szuGTs,1,0.8109999999999999,0.728,185091,0.6679999999999999,2,0.117,-8.386000000000001,0.14300000000000002,82.96700000000001,4,0.857
1723,Gucci Mane,hip hop,Evil Genius,Solitaire (feat. Migos & Lil Yachty),"['Gucci Mane', ['atl hip hop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",7vYPWVc85PEmPjqcrNGmRJ,1,0.0425,0.809,136147,0.585,11,0.108,-6.935,0.321,138.026,4,0.3670000000000001
1308,Pacho El Antifeka,latin,Como Soy,Como Soy,"['Pacho El Antifeka', ['reggaeton flow']]",7jIfxFhZSmH3LGud6D5m2w,1,0.0732,0.825,312233,0.752,9,0.106,-6.8260000000000005,0.0537,113.95,4,0.391
2464,digitalluc,hip hop,Float,Float,"['digitalluc', ['chillhop', 'jazz boom bap', 'lo-fi beats']]",0UJiQPwXP0wQD2WEdR28ar,1,0.11,0.713,106998,0.257,3,0.105,-12.585,0.0401,85.072,4,0.382
1726,Vic Mensa,rap,Dark Things,Dark Things,"['Vic Mensa', ['chicago rap', 'conscious hip hop', 'deep underground hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']]",3YhuRxTNDJPPIbTOdN2N50,1,0.00893,0.5720000000000001,192467,0.5770000000000001,10,0.166,-6.044,0.135,161.905,4,0.25
3714,DJ Snake,pop,Let's Get Ill,Let's Get Ill,"['DJ Snake', ['dance pop', 'edm', 'electro house', 'electronic trap', 'pop', 'tropical house']]",3J5AcWRzmgbq4svZt91l3e,1,0.009000000000000001,0.7040000000000001,256875,0.989,8,0.0814,-5.079,0.073,127.992,4,0.123
2777,Jhay Cortez,latin,Eyez On Me,Popular,"['Jhay Cortez', ['latin', 'latin hip hop', 'reggaeton flow', 'trap latino', 'tropical']]",3PcrVmskwoYaFWg2kuaq6B,1,0.194,0.715,215040,0.759,6,0.124,-4.758,0.0661,172.02700000000004,4,0.53
3489,Aidan Martin,pop,Punchline,Punchline (Acoustic),"['Aidan Martin', ['uk pop']]",0vDIjw6CATd4C94ZH96B6L,1,0.7090000000000001,0.395,242442,0.422,1,0.111,-5.931,0.038,95.509,4,0.34
3344,The Him,house,White Lies (The Remixes),White Lies - Guy Arthur Remix,"['The Him', ['big room', 'deep house', 'deep tropical house', 'edm', 'electro house', 'electropop', 'house', 'pop', 'pop edm', 'tropical house', 'uk dance'], ['swedish hip hop']]",1FoMWISq2KNqKappkrG5Yo,1,0.00428,0.6559999999999999,210000,0.8959999999999999,9,0.192,-4.461,0.0936,128.026,4,0.506
3107,Paris Blohm,house,Alive,Alive,"['Paris Blohm', ['big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'sky room']]",2rPJcL8gQauA2nBdRyNZZL,1,0.00248,0.494,180469,0.847,0,0.0502,-3.996,0.0537,129.909,4,0.14800000000000002
2242,Delayde,hip hop,blue moon,forder,"['Delayde', ['chillhop', 'lo-fi beats']]",682SASISAeIORs1FZB4Qm4,1,0.695,0.726,86198,0.341,4,0.16699999999999998,-10.655,0.174,81.054,4,0.54
2942,Guustavv,rock,Asparuhgus,Pashunfruit,"['Guustavv', ['lo-fi beats']]",6Yy8nhChB5RxOHftjstcKG,1,0.0131,0.8079999999999999,140864,0.342,1,0.17800000000000002,-8.349,0.112,81.99700000000001,4,0.574
1516,Rainbow Kitten Surprise,pop,"How to: Friend, Love, Freefall",Painkillers,"['Rainbow Kitten Surprise', ['folk-pop', 'indie pop', 'indie rock', 'modern rock']]",6fc51JZVE0Yijdi6RuoLFv,1,0.466,0.754,213973,0.405,7,0.1,-11.547,0.0378,114.938,4,0.0843
1446,Ryan Stevenson,rock,No Matter What,With Lifted Hands,"['Ryan Stevenson', ['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']]",68246eHScV7Ay4sl9bsxIA,1,0.15,0.434,217587,0.5429999999999999,2,0.105,-6.973,0.0292,140.092,3,0.438
1732,ASTN,r&b,Flowers,Flowers,"['ASTN', ['bedroom soul', 'indie cafe pop', 'indie r&b']]",7tFgfAKJ7nEf4VquAbHkzZ,1,0.524,0.466,181238,0.413,3,0.374,-11.772,0.445,172.94099999999997,5,0.366
3578,Eladio Carrion,latin,Entre Tantas,Entre Tantas,"['Eladio Carrion', ['reggaeton flow', 'trap argentino', 'trap latino']]",6da6EGWWR5rHfrOaOHvDRg,1,0.397,0.7959999999999999,239255,0.6990000000000001,10,0.0469,-5.487,0.309,97.004,4,0.59
1975,City Morgue,rap,CITY MORGUE VOL 1: HELL OR HIGH WATER,SHINNERS13,"['City Morgue', ['dark trap', 'emo rap', 'underground hip hop', 'vapor trap'], ['horror punk']]",0T6wsLOq4GmZL4HtOseM4k,1,0.0966,0.542,102587,0.908,1,0.134,-2.857,0.0575,78.048,4,0.509
3098,Teni,pop,Askamaya,Askamaya,"['Teni', ['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop'], ['russian punk']]",54MONNKu7yBK7w9LBVQ7vx,1,0.0652,0.802,175987,0.7829999999999999,9,0.0842,-2.677,0.0643,116.009,4,0.698
1967,girl in red,pop,4am,4am,"['girl in red', ['bedroom pop', 'norwegian indie', 'pop']]",4BWJGWmzbjsnA94Weyi5j4,1,0.672,0.416,110862,0.389,9,0.205,-13.696,0.0385,168.89700000000005,4,0.295
6404,Tiësto,house,"Jackie Chan (Remixes, Vol. 2)",Jackie Chan - MANDY Remix,"['Tiësto', ['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house']]",0NtJLfcKJcZpGrguDWCuga,1,0.0819,0.64,180800,0.88,1,0.0785,-4.061,0.0758,150.071,4,0.617
6385,Ronghao Li,pop,耳朵,耳朵,"['Ronghao Li', ['cantopop', 'mainland chinese pop', 'mandopop']]",7B8gZQY2KaAP1Dn1fhDU67,1,0.617,0.61,241267,0.4920000000000001,8,0.067,-7.7189999999999985,0.0325,124.126,4,0.32299999999999995
1964,Baka Not Nice,hip hop,4Milli,Dope Game,"['Baka Not Nice', ['canadian hip hop', 'trap music']]",20BSdaBpIUvUv6PUvqJN8l,1,0.0423,0.84,219429,0.539,7,0.124,-6.146,0.0965,140.016,4,0.07
2494,Tate McRae,pop,Distant,Distant,"['Tate McRae', ['indie cafe pop', 'pop']]",1UrmNCz8TwKlx58L95nBQB,1,0.434,0.6779999999999999,199267,0.494,7,0.123,-8.218,0.0382,119.948,4,0.387
4732,Yeimy,latin,La Reina del Flow (Música de la Serie de Televisión Original),Reflejo - Versión de Yeimy,"['Yeimy', ['reggaeton flow']]",2pZu1k3cFTPI3bbO42h8DF,1,0.14,0.887,148551,0.448,6,0.0881,-10.05,0.41,94.991,4,0.41
1742,Bazanji,rap,On My Own,On My Own,"['Bazanji', ['bass trap', 'deep underground hip hop', 'indie pop rap']]",0IwQnRxRNsXnqcmvs4ahHb,1,0.098,0.757,228000,0.6940000000000001,7,0.103,-7.506,0.064,120.092,4,0.358
2754,Nicki Minaj,pop,Queen,Ganja Burn,"['Nicki Minaj', ['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']]",3LHYmz86DxGInsRp3wiiW5,1,0.161,0.755,294187,0.902,1,0.13699999999999998,-2.835,0.0632,108.992,4,0.76
3225,Justin Timberlake,pop,Man of the Woods,Supplies,"['Justin Timberlake', ['dance pop', 'pop', 'r&b']]",6jT85s2dZ55HBqjXYi2rfI,1,0.00695,0.7929999999999999,225600,0.5539999999999999,11,0.127,-6.624,0.0451,119.993,4,0.225
1417,Gunna,hip hop,Drip Season 3 (Deluxe),Drip or Drown Remix (feat. Lil Yachty),"['Gunna', ['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap music'], ['cali rap']]",4rTwXrxC6fyn3g5y3DGTIJ,1,0.6629999999999999,0.943,178983,0.38,5,0.124,-13.671,0.438,118.006,4,0.696
3367,My Buddy Mike,pop,Mad Love (feat. Jessie Villa),Mad Love (feat. Jessie Villa),"['My Buddy Mike', ['deep pop edm', 'deep tropical house', 'pop edm', 'tropical house']]",6BQsnRHHKUCMzhDAewLkwI,1,0.0783,0.7070000000000001,224189,0.86,2,0.0964,-4.518,0.033,111.059,4,0.265
1784,Ryn Weaver,pop,Reasons Not To Die (Demo),Reasons Not To Die - Demo,"['Ryn Weaver', ['electropop', 'indie electro-pop', 'indie poptimism', 'indietronica', 'shimmer pop']]",2Uws5LNuLkvf9aR14UM3x2,1,0.73,0.57,220629,0.376,4,0.127,-9.932,0.0302,130.14700000000002,3,0.248
3034,Kina,rock,Are You Still With Him,Are You Still With Him,"['Kina', ['lo-fi beats'], ['acoustic pop', 'folk-pop', 'indie cafe pop', 'neo mellow', 'pop', 'viral pop'], ['italian punk'], ['okinawan folk']]",4nlry8WISrv04S1E619p3A,1,0.923,0.613,193567,0.322,2,0.35,-14.461,0.0367,119.968,4,0.316
1881,Summer Walker,r&b,Last Day Of Summer,Shame,"['Summer Walker', ['alternative r&b', 'deep pop r&b', 'indie r&b', 'pop', 'r&b']]",3LdGRWewvpcaZrkOpc70fP,1,0.899,0.506,166107,0.156,2,0.0948,-14.455,0.0574,94.024,4,0.161
2601,Ol' Burger Beats,hip hop,"Out of Sight, Out of Mind",Set It,"[""Ol' Burger Beats"", ['chillhop', 'jazz boom bap', 'lo-fi beats']]",58132xQKeQ9j6VHJb06B4s,1,0.7440000000000001,0.512,129800,0.315,11,0.118,-12.003,0.0344,122.028,4,0.215
2684,Justin Stone,hip hop,Next,Next,"['Justin Stone', ['deep underground hip hop', 'indie pop rap']]",53CEZJTdOWC4QROJxHkLdl,1,0.00957,0.7390000000000001,176903,0.506,2,0.219,-12.479,0.208,155.013,4,0.703
1261,Shoreline Mafia,rap,Party Pack EP,Bussin,"['Shoreline Mafia', ['cali rap', 'trap music', 'underground hip hop', 'vapor trap']]",0DxPQC8iEYU6qpvTvR9tyF,1,0.007390000000000002,0.862,210048,0.438,8,0.37,-10.096,0.0594,97.454,4,0.165
1559,Pouya,rap,FIVE FIVE,Aftershock,"['Pouya', ['dark trap', 'emo rap', 'miami hip hop', 'underground hip hop', 'vapor trap'], ['persian pop']]",0diqiEUdyPcBJ1jQuP9cBn,1,0.423,0.732,179783,0.73,7,0.11,-6.61,0.21,90.069,4,0.426
1816,Clay and Friends,hip hop,Going up the Coast,Going up the Coast,"['Clay and Friends', ['hip hop quebecois', 'indie quebecois', 'montreal indie']]",2bTvNKT8bxyyPhzHu4A2Wx,1,0.35,0.688,174613,0.655,2,0.113,-6.332000000000002,0.135,118.334,4,0.627
1558,courtship.,pop,Denial in Paradise,Nice Guy,"['courtship.', ['hopebeat', 'indie pop', 'indie poptimism', 'indietronica', 'la pop', 'modern rock', 'vapor soul'], ['indie dream pop'], ['garage psych']]",4k3KuaHE8dET4RPp1GIxUe,1,0.0008210000000000001,0.516,161600,0.74,6,0.142,-4.879,0.0418,108.986,4,0.515
3541,Daichi Miura,pop,Blizzard,Blizzard,"['Daichi Miura', ['anime score', 'j-pop']]",7b740cSOAeaW9SWiD1G823,1,0.025,0.64,310666,0.785,1,0.105,-4.1110000000000015,0.0448,140.016,4,0.353
2673,Gareth Emery,house,Take Everything,Take Everything,"['Gareth Emery', ['big room', 'edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']]",2L93hpsnJ8scBHIQFZzh1b,1,0.0234,0.506,212239,0.823,6,0.303,-5.272,0.0424,133.954,4,0.405
2270,RÜFÜS DU SOL,pop,SOLACE,New Sky,"['RÜFÜS DU SOL', ['australian electropop', 'tropical house']]",29tIhq8ByVaG5GVlnS4XRL,1,0.0213,0.643,327547,0.7440000000000001,5,0.17,-8.021,0.029,124.004,4,0.194
3547,MØ,pop,Forever Neverland,Sun In Our Eyes,"['MØ', ['dance pop', 'danish pop', 'electropop', 'pop', 'tropical house'], ['hip pop', 'r&b', 'urban contemporary'], ['blues', 'blues-rock', 'country blues', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues'], ['aussietronica', 'australian indie', 'house', 'tropical house', 'vapor soul'], ['acid jazz', 'electro swing', 'electronic', 'nu jazz', 'trip hop'], ['indonesian pop'], ['electro'], ['philly indie']]",58FDNEheGy0rsZskL7dyMm,1,0.0387,0.757,217933,0.825,4,0.6509999999999999,-3.297,0.076,125.896,4,0.413
1253,Sasha Sloan,pop,Loser,The Only,"['Sasha Sloan', ['dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'indie r&b', 'pop']]",2olyfHW5Sn7LnIQlxjTZdU,1,0.743,0.684,213959,0.259,4,0.13699999999999998,-11.004,0.0493,138.00799999999998,4,0.0517
1828,Ulices Chaidez,pop,Para Ti Papá,Para Ti Papá,"['Ulices Chaidez', ['regional mexican pop']]",1kqSCTQ2KReQ2bzmEcFvnI,1,0.679,0.642,254251,0.501,5,0.0984,-6.402,0.0291,145.186,3,0.7070000000000001
2663,Kina,rock,I've Changed for You,I've Changed for You,"['Kina', ['lo-fi beats'], ['acoustic pop', 'folk-pop', 'indie cafe pop', 'neo mellow', 'pop', 'viral pop'], ['italian punk'], ['okinawan folk']]",6rzXElsp81yWcDmWf9lBTd,1,0.941,0.644,196415,0.203,9,0.0813,-16.092,0.0314,109.967,4,0.158
4512,Reykon,latin,El Lider,Secretos (feat. Nicky Jam) - Remix,"['Reykon', ['latin', 'latin hip hop', 'latin pop', 'pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']]",7FuNbtD8PCCxTN0LdQykSG,1,0.153,0.68,196048,0.797,0,0.322,-3.874,0.0727,174.05900000000003,4,0.865
1545,Key Glock,rap,Glockoma,Bottom of the Pot,"['Key Glock', ['rap', 'southern hip hop', 'trap music', 'vapor trap']]",0t9xWanfFQgYsxTQ6fV0pH,1,0.0792,0.972,160373,0.735,8,0.0664,-4.643,0.0572,127.036,4,0.55
1244,Jaydayoungan,hip hop,Interstate,Interstate,"['Jaydayoungan', ['southern hip hop', 'trap music']]",6hhfKoEWsloGQhvLQfsoat,1,0.0154,0.7170000000000001,190276,0.753,7,0.0888,-6.981,0.409,75.985,4,0.508
2171,G-Eazy,hip hop,The Vault,Power,"['G-Eazy', ['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']]",7BHEi0cFs6TVNFDvbBrAjz,1,0.168,0.8390000000000001,199508,0.743,2,0.132,-7.341,0.228,97.953,4,0.261
4587,Dzeko,house,Blue,Blue,"['Dzeko', ['big room', 'canadian electronic', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house'], ['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'sky room']]",7uqWo5UWCGAFBjmajYzS65,1,0.0234,0.654,147250,0.887,8,0.5579999999999999,-5.271,0.0472,124.991,4,0.5820000000000001
5907,Hot Shade,pop,Nobody,Nobody,"['Hot Shade', ['deep pop edm', 'deep tropical house', 'pop edm', 'swedish pop', 'tropical house']]",6ThrmbDyrjc2KgLYloQ4LC,1,0.0756,0.794,182335,0.816,2,0.103,-3.934,0.0822,106.967,4,0.422
1833,Denzel Curry,rap,TA13OO,MAD I GOT IT | MAD 1 GOT 1T,"['Denzel Curry', ['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'trap music', 'underground hip hop']]",6xXYFVsFDGSLNzeE9zGCiL,1,0.222,0.715,232293,0.57,0,0.343,-7.682,0.172,107.766,4,0.371
1840,Hayley Kiyoko,pop,Expectations,Feelings,"['Hayley Kiyoko', ['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']]",27DxZkqTR2SHZTTfMRpUvW,1,0.18600000000000005,0.6990000000000001,216547,0.888,10,0.114,-4.002,0.079,110.965,4,0.449
1857,Joji,r&b,In Tongues (Deluxe),worldstar money (interlude),"['Joji', ['alternative r&b', 'viral pop'], ['japanese traditional'], ['japanese classical performance']]",0baNzeUcPQnQSagpe8T0mD,1,0.964,0.5770000000000001,126312,0.387,7,0.208,-8.607000000000001,0.274,146.565,1,0.459
2175,88GLAM,hip hop,88GLAM2,Blue Faces,"['88GLAM', ['canadian hip hop', 'rap', 'southern hip hop', 'trap music', 'trap soul', 'vapor trap']]",0gug4OpbNYLVXrFvtDWnxv,1,0.36,0.77,169640,0.455,9,0.0794,-6.246,0.0651,146.907,4,0.444
1848,Snail Mail,pop,Lush,Speaking Terms,"['Snail Mail', ['art pop', 'baltimore indie', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'preverb']]",2ystHinBjK639vcRANDFaL,1,0.0783,0.539,233560,0.7140000000000001,4,0.119,-7.041,0.0274,124.873,4,0.399
1851,Zac Brown Band,country,The Greatest Showman: Reimagined,From Now On,"['Zac Brown Band', ['contemporary country', 'country', 'country road', 'modern country rock']]",5YlXTxOhXIIghUUzvEiTGY,1,0.114,0.541,260960,0.8109999999999999,3,0.35600000000000004,-3.872,0.0342,110.013,4,0.263
1807,Khalid,pop,Love Lies (Rick Ross Remix),Love Lies - Rick Ross Remix,"['Khalid', ['pop'], ['pakistani pop'], ['somali pop']]",5SFAgH1ucOkG247eqb8qCw,1,0.099,0.711,253695,0.6729999999999999,6,0.174,-5.332999999999998,0.0549,143.94799999999995,4,0.391
4627,Isak Danielson,pop,Yours,Always,"['Isak Danielson', ['indie cafe pop', 'swedish pop']]",2bdCO4UTMX1ennK2I4rFpD,1,0.35600000000000004,0.69,213451,0.452,11,0.308,-8.026,0.0472,112.963,4,0.55
1522,Quando Rondo,rap,Life B4 Fame,Ride For Me,"['Quando Rondo', ['trap music']]",0B6M1Nu9qeYvN8qyRLJdyn,1,0.477,0.591,190345,0.622,8,0.158,-5.597,0.22,109.561,5,0.294
1916,Arin Ray,r&b,Communication (feat. DRAM),Communication (feat. DRAM),"['Arin Ray', ['alternative r&b', 'deep pop r&b', 'indie r&b', 'r&b', 'trap soul']]",2CB1boDu1c9FOp09Oylq6r,1,0.228,0.767,216632,0.696,5,0.136,-4.464,0.0676,107.034,4,0.362
1586,21 Savage,hip hop,i am > i was,good day,"['21 Savage', ['atl hip hop', 'rap', 'trap music']]",2LqoYvMudv9xoTqNLFKILj,1,0.00359,0.966,242448,0.519,1,0.254,-5.682,0.306,122.195,4,0.119
4634,Blithe Youth,rock,Innocentia,Innocentia,"['Blithe Youth', ['focus']]",6GjrXRTZgW63US1KEi7Xe6,1,0.995,0.368,143627,0.0736,5,0.116,-23.088,0.048,134.187,3,0.166
5624,Zivert,pop,Life,Life,"['Zivert', ['russian pop', 'russiavision']]",7wuImZKolFIecoQZicRgTr,1,0.2,0.67,188000,0.703,11,0.0803,-6.313,0.214,120.008,4,0.434
2280,Buddy,r&b,Hey Up There (feat. Ty Dolla $ign),Hey Up There (feat. Ty Dolla $ign),"['Buddy', ['alternative r&b', 'cali rap', 'rap', 'southern hip hop', 'underground hip hop'], ['adult standards', 'brill building pop', 'christmas', 'folk rock', 'rock-and-roll', 'rockabilly'], ['contemporary country', 'country pop', 'country rap', 'country road', 'modern country rock', 'redneck'], ['blues', 'blues-rock', 'chicago blues', 'classic rock', 'country blues', 'electric blues', 'modern blues', 'soul blues', 'southern rock', 'traditional blues'], ['contemporary country', 'country', 'country road'], ['deep pop edm', 'deep tropical house', 'pop edm', 'tropical house'], ['alternative country', 'country rock', 'folk', 'new americana', 'outlaw country', 'roots rock', 'texas country', 'traditional folk'], ['bebop', 'big band', 'cool jazz', 'jazz', 'jazz drums']]",4AZ31ri9jbxfwYBNDmOBLB,1,0.181,0.7659999999999999,201362,0.664,11,0.138,-4.171,0.121,145.054,4,0.584
2563,Steve Brian,house,Wanderlust,Wait For Me,"['Steve Brian', ['progressive house']]",6laq4MxNrh2ZKZGLhB7G0V,1,0.00987,0.465,217143,0.7390000000000001,10,0.373,-7.786,0.0648,125.994,4,0.0652
4398,Sick Individuals,house,Writing On The Wall,Writing On The Wall,"['Sick Individuals', ['big room', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']]",2fXpPy5gtGLj9Wx0qGDeKy,1,0.0489,0.659,209023,0.903,9,0.0742,-3.138,0.0387,127.948,4,0.384
5633,Coldplay,pop,Live In Buenos Aires,A Head Full Of Dreams - Live In Buenos Aires,"['Coldplay', ['permanent wave', 'pop']]",5H8lr4az4Vo3LloH67yVRt,1,0.0132,0.32,299120,0.923,11,0.705,-6.33,0.136,122.756,4,0.255
1908,Ravyn Lenae,r&b,Crush EP,The Night Song,"['Ravyn Lenae', ['alternative r&b', 'escape room', 'indie r&b', 'neo soul', 'r&b']]",0xQT5kbfnrU9Dv7x4MtMbi,1,0.0977,0.6709999999999999,219435,0.387,2,0.193,-9.578,0.0525,93.872,4,0.667
